标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
地铁门口，格局方正，配套其全，光线充足,钟村商贸城 ,钟村,近地铁 VR看装修 房本满五年,6,一年前发布,1室0厅,29平米,南北,其他,高楼层(共9层),1994年,塔楼,468000.0,16138
证过五年唯一物业，业主自己装修，电梯南向,香柏华府 ,沙湾,VR看装修 房本满五年,0,一年前发布,4室1厅,95.99平米,南,精装,中楼层(共15层),2015年,塔楼,2880000.0,30004
海印星玥东南向湖景 5.2米层高 可以明 有阳台,海印又一城海印星玥 ,万博,近地铁 房本满五年 随时看房,3,5个月以前发布,4室2厅,90.62平米,南,其他,低楼层(共19层),2012年,塔楼,2120000.0,23395
洛涛南区单栋二楼 南向望江景四房,洛涛南区 ,洛溪,近地铁 VR房源 房本满五年,4,一年前发布,4室2厅,106.9平米,东南,精装,中楼层(共5层),1999年,塔楼,3500000.0,32741
4房户型，格局方正朝向好，南北向采光通风好。,东圆新村 ,沙湾,VR房源 房本满五年,0,9个月以前发布,4室2厅,110平米,南北,精装,中楼层(共8层),1994年,塔楼,1280000.0,11637
湖景区四房一楼，保养好，户型实用,祈福新村湖景居 ,祈福新村,VR看装修 房本满五年 随时看房,2,4个月以前发布,4室2厅,102平米,北,简装,低楼层(共4层),1998年,板塔结合,2730000.0,26765
番禺沙湾永兴楼 二楼有70方大平台 实用高  过五年唯一,番禺永兴楼 ,沙湾,VR看装修 房本满五年,2,一年前发布,4室2厅,106.1平米,南,其他,低楼层(共8层),,塔楼,1580000.0,14892
双地铁 实用面积大 中层面积 番禺CBD近地铁,海印又一城海印星玥 ,万博,房本满五年,1,一年前发布,4室2厅,90.78平米,东东北,精装,高楼层(共19层),2012年,塔楼,2500000.0,27540
正太广场 高层实用四房南向采光好,正太广场 ,市桥,VR看装修 房本满两年,3,一年前发布,4室1厅,99.08平米,南,精装,中楼层(共28层),,塔楼,3340000.0,33711
全新未住，高层南向 改善4房 配套成熟,越秀和樾府二期 ,汉溪长隆,近地铁 VR看装修,4,5个月以前发布,4室2厅,104.98平米,南,精装,高楼层(共30层),,塔楼,6800000.0,64775
鸿禧华庭 一手业主产权清晰  东南向三房,鸿禧华庭 ,市桥,近地铁 VR看装修 房本满五年,1,一年前发布,4室1厅,109.6平米,南,简装,高楼层(共11层),2004年,塔楼,4500000.0,41059
4房南向中层，有小区管理，可公积金，光线好，不靠路,番艺花园 ,市桥北,VR房源 房本满五年,2,6个月以前发布,4室1厅,102.62平米,南,简装,中楼层(共7层),1996年,塔楼,1450000.0,14130
番禺双拼别墅三层建筑，纯别墅产品,金侨岭南院 ,石楼,VR房源 房本满两年 随时看房,0,10个月以前发布,4室1厅,106.37平米,南,其他,低楼层(共2层),,暂无数据,2500000.0,23503
【贝壳优选】纯新复式，南向望别墅，舒适宜居,万科欧泊 ,万博,近地铁 VR房源 房本满两年,7,5个月以前发布,4室2厅,94.27平米,南,精装,35层,2012年,板塔结合,5990000.0,63541
近地铁200米复式设计 办公装修 保养装修新,海印又一城海印星玥 ,万博,房本满五年,1,一年前发布,4室2厅,94.13平米,西南,其他,高楼层(共19层),2012年,塔楼,2900000.0,30809
