标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
近地铁，格局方正，配套设施齐全,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,4,一年前发布,2室1厅,88平米,西南,其他,低楼层(共6层),塔楼,2013年,998000.0,11341
高楼层空气对流 视野开阔三房两厅一卫,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,23,一年前发布,3室2厅,81.82平米,东南,毛坯,高楼层(共18层),塔楼,2016年,760000.0,9289
带装修南向小户型，中高楼层，视野无遮挡,上雅君庭 ,太平镇,近地铁 VR看装修,0,4个月以前发布,2室1厅,76.12平米,南北,精装,高楼层(共21层),塔楼,,1000000.0,13138
紫泉翠荔嘉园大四房 采光好近地铁口,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年 随时看房,1,3个月以前发布,4室1厅,118.98平米,南北,毛坯,高楼层(共6层),板楼,2006年,690000.0,5800
此房满五不唯一，南向两房户型，带简约装修,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,2室1厅,85.23平米,南,其他,高楼层(共6层),塔楼,2013年,820000.0,9622
华标荔苑  楼梯中层  看房方便,华标荔苑 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,133,一年前发布,2室1厅,73.93平米,东北,毛坯,中楼层(共6层),塔楼,2013年,740000.0,10010
华标荔苑近太平地铁站500米，配套成熟，生活便利,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,0,一年前发布,2室1厅,89.34平米,南,精装,低楼层(共6层),塔楼,2013年,850000.0,9515
交通便利  生活购物方便  商圈成熟 近地铁,星汇峰 ,太平镇,VR看装修 房本满五年,0,一年前发布,1室1厅,48平米,南,其他,中楼层(共6层),塔楼,2010年,530000.0,11042
华标荔苑  地铁口小区  格局方正  采光充足,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,54,一年前发布,2室1厅,89.34平米,东南,毛坯,中楼层(共6层),塔楼,2013年,760000.0,8507
南向三房户型，方正实用，楼层佳视野好！,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,3个月以前发布,3室2厅,81.82平米,南北,精装,中楼层(共18层),塔楼,2016年,900000.0,11000
夏湾拿大花园二层双拼别墅 视野宽阔 采光充足,东方夏湾拿 ,太平镇,VR房源 房本满五年 随时看房,18,一年前发布,4室2厅,208.45平米,西北,精装,低楼层(共2层),暂无数据,,5000000.0,23987
紫泉流溪湾  流溪河畔  绿化好  环境好,紫泉流溪湾 ,太平镇,VR看装修 房本满五年,2,一年前发布,1室1厅,40.92平米,南,精装,中楼层(共17层),板楼,2018年,520000.0,12708
小区环境优美，离地铁口200米，生活便利,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,2室2厅,85.2平米,南,毛坯,高楼层(共6层),塔楼,,896000.0,10517
上雅君庭  实用两房 配套齐全,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,2室2厅,76.13平米,北,其他,中楼层(共21层),塔楼,,840000.0,11034
太平花园  步行街地段 大四房使用率高,太平花园 ,太平镇,VR看装修 房本满五年 随时看房,2,一年前发布,4室2厅,132.66平米,南,简装,中楼层(共8层),塔楼,,700000.0,5277
楼层好 采光好 交通便利 过二,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,2室1厅,76.13平米,东南,毛坯,高楼层(共21层),塔楼,,700000.0,9195
紫泉电梯房小户型房源 带精装修 视野好,紫泉翠荔嘉园 ,太平镇,VR房源 房本满两年 随时看房,0,9个月以前发布,1室1厅,48.22平米,南,其他,中楼层(共18层),塔楼,2010年,582000.0,12070
华标荔苑  近地铁口  厅出阳台 采光充足,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,11,一年前发布,2室2厅,77.37平米,东南,其他,高楼层(共6层),2013年,塔楼,800000.0,10340
楼层好 采光好 交通便利 过二,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,2室1厅,76.13平米,东南,毛坯,高楼层(共21层),,塔楼,700000.0,9195
地铁口 大三房 视野开阔 配套齐 采光好,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,5个月以前发布,3室2厅,89.84平米,东南南,其他,高楼层(共21层),,塔楼,880000.0,9796
格局好 户型方正 南向三房，中高楼层，视野无遮挡,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,2个月以前发布,3室2厅,89.84平米,南,精装,低楼层(共21层),,塔楼,980000.0,10909
方正精致两房户型竖厅设置东南朝向,华标荔苑 ,太平镇,近地铁 VR房源 房本满五年 随时看房,3,一年前发布,2室1厅,77.37平米,西南东南,毛坯,中楼层(共6层),2013年,塔楼,660000.0,8531
地铁口旁，南向三房，采光好，格局方正,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,5个月以前发布,3室2厅,81.62平米,东南,其他,低楼层(共18层),2016年,塔楼,820000.0,10047
地铁口1000米，低密复式4房实用200%,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年 随时看房,0,3个月以前发布,4室2厅,151.31平米,南北,其他,高楼层(共6层),,板楼,950000.0,6279
太平地铁口 华标荔苑小区 方正三房,华标荔苑 ,太平镇,近地铁 VR房源 房本满五年,5,一年前发布,3室1厅,88.83平米,东北,简装,中楼层(共6层),2013年,塔楼,850000.0,9569
华标荔苑  太平地铁站  精装修 拎包入住,华标荔苑 ,太平镇,近地铁 VR看装修,1,4个月以前发布,2室2厅,87.21平米,南,精装,低楼层(共6层),2013年,塔楼,730000.0,8371
近地铁，配套齐全，采光充足，户型实用,银农楼 ,太平镇,近地铁 VR看装修 房本满五年,38,一年前发布,3室1厅,79.82平米,东南,毛坯,中楼层(共7层),,平房,530000.0,6640
地铁口精装三房，可以拎包入住，适合新婚的朋友住,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,10,一年前发布,3室1厅,85.2平米,南北,其他,高楼层(共6层),2013年,塔楼,750000.0,8803
精装采光好,紫泉流溪湾 ,太平镇,VR看装修 房本满两年,1,8个月以前发布,1室1厅,40.92平米,西北,精装,中楼层(共17层),2018年,板楼,530000.0,12953
夏湾拿小面积洋房  中等保养  成本低,东方夏湾拿 ,太平镇,VR看装修 房本满五年,1,一年前发布,1室1厅,72.74平米,南西,简装,低楼层(共3层),,板塔结合,740000.0,10174
此房业主急 还可以商量 格局方正 景观好,智汇国际 ,太平镇,近地铁 房本满五年 随时看房,4,一年前发布,0室0厅,53.17平米,东南,其他,中楼层(共25层),2016年,塔楼,600000.0,11285
交通便利，近地铁口，生活购物方便，小区环境优美,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,10,一年前发布,3室2厅,85.07平米,南,精装,高楼层(共6层),2013年,塔楼,810000.0,9522
太平地铁口500米  电梯精装大两房 全新拎包入住,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,28,2室2厅,76.13平米,东北,精装,中楼层(共21层),,塔楼,820000.0,10772
华标小区，近的铁口，环境优美，空气清晰,华标荔苑 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,7,一年前发布,3室2厅,85.23平米,南,其他,中楼层(共6层),2013年,塔楼,845000.0,9915
紫泉翠荔嘉园  太平地铁站 8号仓澳莱小镇,紫泉翠荔嘉园 ,太平镇,VR房源 房本满两年 随时看房,0,10个月以前发布,1室1厅,78.58平米,西南,毛坯,高楼层(共23层),,塔楼,650000.0,8272
时代印象 视野无遮挡 全新未入住,时代印象 ,太平镇,近地铁 VR看装修,1,5个月以前发布,3室2厅,78.39平米,北,精装,中楼层(共32层),,塔楼,950000.0,12119
教师楼 鸿运楼 生活方便，公摊少,鸿运楼 ,太平镇,VR看装修 房本满五年 随时看房,1,6个月以前发布,4室2厅,130.38平米,东南,简装,高楼层(共9层),1996年,板塔结合,680000.0,5216
小区环境优美，户型方正，地铁口,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,2,一年前发布,2室1厅,87.21平米,东南,精装,低楼层(共6层),2010年,塔楼,780000.0,8944
紫泉东南向大三房，位置好望湖景,紫泉翠荔嘉园 ,太平镇,VR房源 房本满五年 随时看房,5,一年前发布,4室1厅,124.62平米,东南,毛坯,高楼层(共6层),2007年,板楼,860000.0,6901
南北对流中楼层视野宽阔采光充足过五唯一税费低,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年 随时看房,2,6个月以前发布,4室2厅,122.36平米,西南,精装,中楼层(共6层),2007年,塔楼,920000.0,7519
此房满五年，南北对流，采光充足，视野开阔，交通便利,东方夏湾拿 ,太平镇,VR房源 房本满五年 随时看房,1,一年前发布,4室2厅,199.87平米,东东南,简装,低楼层(共2层),,板塔结合,4850000.0,24266
精装南向三房，近地铁口，户型方正，视野好,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,5,一年前发布,3室1厅,81.82平米,南,精装,低楼层(共18层),2016年,塔楼,900000.0,11000
紫泉翠荔嘉园 复式房 精装修 拎包入住,紫泉翠荔嘉园 ,太平镇,VR房源 房本满五年 随时看房,1,8个月以前发布,4室2厅,75.83平米,西南,精装,高楼层(共6层),2017年,板楼,920000.0,12133
上雅君庭地铁口两房户型正 视野无遮挡,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,2,7个月以前发布,2室1厅,76.13平米,东北,其他,中楼层(共21层),,塔楼,660000.0,8670
地铁口，交通方便，满二税费低，格局方正,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,4,一年前发布,2室2厅,85.23平米,南,毛坯,高楼层(共6层),2013年,塔楼,850000.0,9974
地铁口200米，南向带装修精装2房,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,14,一年前发布,2室1厅,87.54平米,南,精装,高楼层(共6层),2013年,塔楼,650000.0,7426
华标荔苑小区地铁口大两房交通便利,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,0,2个月以前发布,2室2厅,85.23平米,南,其他,中楼层(共6层),2013年,塔楼,820000.0,9622
