标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,楼况,年份,总价,单价
南向大三房，20多方大平台，业主出国急卖,农林下路 ,东风东,近地铁 VR看装修 房本满两年,1,一年前发布,3室2厅,97.62平米,东南,简装,中楼层(共4层),板楼,1987年,6500000.0,66585
北京路商圈，进公园前地铁站，西南两面单边采光好,惠福东路 ,北京路,近地铁 VR房源 房本满五年,0,6个月以前发布,1室1厅,25.88平米,南西,其他,中楼层(共6层),板楼,,850000.0,32844
越秀 东山口 培正 3房 南北对流,培正路 ,东山口,近地铁 VR看装修 房本满五年,0,一年前发布,4室2厅,104平米,南,精装,高楼层(共6层),暂无数据,,10380000.0,99808
小户型   南向 看房方便提前约,东华市场东华东路 ,东川路,近地铁 VR看装修 房本满五年,34,一年前发布,1室0厅,25.4平米,南,简装,高楼层(共6层),塔楼,1995年,1650000.0,64961
封闭式小区管理，近地铁，东风东，带车位,万科金色家园 ,东风东,VR看装修 房本满五年,2,4个月以前发布,2室2厅,91.88平米,东南,精装,中楼层(共33层),塔楼,2008年,9180000.0,99913
农林华府小户型 没有占用 有阳台 业主诚心卖,农林华府 ,环市东,VR看装修 房本满两年 随时看房,2,6个月以前发布,1室0厅,26.6平米,东北,其他,中楼层(共7层),塔楼,2013年,2280000.0,85715
东华东培正小户型 实用一房 可自住可出租,东华东路 ,东川路,近地铁 VR看装修 房本满五年,0,8个月以前发布,1室1厅,29.28平米,南,简装,高楼层(共6层),塔楼,,1830000.0,62500
"红砖外墙厅出阳台,四房两卫格局实用",龟岗大马路 ,东山口,近地铁 VR看装修 房本满五年 随时看房,1,1个月以前发布,4室2厅,97.57平米,南北,其他,低楼层(共3层),板楼,,6500000.0,66619
城西花园，通风采光好，精装修，东南向望花园,城西花园 ,金沙洲,近地铁 VR房源 房本满五年,1,6个月以前发布,1室1厅,28.5平米,南,简装,低楼层(共9层),塔楼,1999年,680000.0,23860
近地铁 电梯一房 生活配套成熟 交通便利,多宝华厦 ,西关,近地铁 VR看装修 房本满五年,28,一年前发布,1室0厅,25.2平米,东,精装,中楼层(共33层),塔楼,2000年,960000.0,38096
此房满两年，精装修，楼龄新，管理好，通风采光好,农林华府 ,环市东,VR看装修 房本满五年,2,一年前发布,1室0厅,27.86平米,南,精装,中楼层(共7层),塔楼,2013年,2800000.0,100503
3楼一房一厅  桨栏路 刚需户型 框架结构,桨栏路 ,人民路,近地铁 VR看装修 房本满五年,3,7个月以前发布,1室1厅,28.52平米,南,简装,中楼层(共6层),平房,,630000.0,22090
梅花村 电梯  安静南北向  3房1厅 通风采光好,梅花村 ,东风东,近地铁 VR看装修 房本满五年,19,一年前发布,3室1厅,93.24平米,南北,简装,中楼层(共8层),塔楼,1990年,6880000.0,73789
刚需自住 楼下50米地铁 楼龄新 低首FU 拎包入住,福雅居 ,同福,近地铁 VR看装修 房本满五年,3,一年前发布,1室1厅,29.07平米,西南,其他,高楼层(共9层),塔楼,2001年,750000.0,25800
北京路商圈    框架结构 上车盘,教育路(越秀) ,北京路,近地铁 VR房源 房本满五年 随时看房,0,5个月以前发布,1室0厅,28.94平米,北西北,简装,低楼层(共8层),板楼,1993年,980000.0,33864
先烈中路，1号大院，加装电梯，安静，采光通风好,先烈中路 ,黄花岗,近地铁 VR房源 房本满五年 随时看房,3,5个月以前发布,1室1厅,25.58平米,南,简装,低楼层(共9层),板楼,,800000.0,31275
88 地段好 团一大地铁 天台花园 麻雀虽小 五脏俱全,珠光路 ,越秀南,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,25.38平米,东南,简装,高楼层(共9层),塔楼,,860000.0,33885
满五年，地铁正上盖，产权清晰，方正户型，简洁装修。,聚龙花园 ,同福,近地铁 VR房源 房本满五年,1,一年前发布,1室1厅,26.69平米,东,简装,高楼层(共9层),塔楼,,630000.0,23605
满五年税费少，海珠南武，大院管理，近市二宫地铁,纺织路(海珠) ,滨江中,VR房源 房本满五年 随时看房,31,一年前发布,1室1厅,29.04平米,南,其他,3层,暂无数据,,580000.0,19973
城西花园 产权清晰 配套成熟 交通方便,城西花园 ,金沙洲,近地铁 VR看装修 房本满两年,1,一年前发布,1室1厅,27平米,东东南南,精装,高楼层(共9层),塔楼,1999年,700000.0,25926
万福路  框架结构  满五年唯一,万福路 ,越秀南,VR房源 房本满五年,0,9个月以前发布,1室1厅,29.48平米,东,简装,高楼层(共9层),塔楼,,930000.0,31547
小区管理，实用四房，装修保养好，南向无遮挡。,海印苑 ,东湖,近地铁 VR看装修 房本满五年,2,一年前发布,4室2厅,109.96平米,南,其他,中楼层(共9层),塔楼,1996年,7800000.0,70935
气象局大院 电梯平层 单边位 可停车 有平台,气象局大院 ,东风东,近地铁 VR房源 房本满五年 随时看房,5,9个月以前发布,3室2厅,95.95平米,西南北,简装,低楼层(共10层),板楼,,5600000.0,58364
原装电梯4房 南北格局 安静不吵,锦桦大厦锦桦荟 ,东川路,近地铁 VR看装修 房本满五年,5,一年前发布,4室2厅,105.82平米,东南,精装,低楼层(共31层),塔楼,2001年,6500000.0,61426
珠光雅居经典小户型 首付低 上车盘,珠光雅居 ,越秀南,近地铁 VR看装修 房本满五年,5,一年前发布,1室1厅,28.12平米,南,简装,中楼层(共11层),塔楼,,900000.0,32006
东川青龙里小区管理 大户型 满五年 南北对流 采光通风,东川路 ,东川路,近地铁 VR房源 房本满五年,3,9个月以前发布,4室2厅,93.63平米,南,简装,高楼层(共9层),塔楼,1990年,4200000.0,44858
近江边、地铁，中海、怡安花园为邻，框架结构小户型,纺织路(海珠) ,滨江中,近地铁 VR房源,0,26,1室1厅,28.66平米,东,其他,低楼层(共9层),塔楼,1990年,650000.0,22680
小区管理，实用四房，装修保养好，南向无遮挡。,海印苑 ,东湖,近地铁 VR看装修 房本满五年,2,一年前发布,4室2厅,109.96平米,南,其他,中楼层(共9层),塔楼,1996年,7800000.0,70935
署前低层，实用四房，精装修，红砖外墙。,龟岗四马路 ,东山口,近地铁 VR看装修 房本满两年,4,一年前发布,4室1厅,92.4平米,南,其他,2层,暂无数据,,6250000.0,67641
万福路  框架结构  满五年唯一,万福路 ,越秀南,VR房源 房本满五年,0,9个月以前发布,1室1厅,29.48平米,东,简装,高楼层(共9层),塔楼,,930000.0,31547
小面积上车盘，好放租。位置好近社区医院,新河浦路 ,东山口,近地铁 VR看装修 房本满五年,0,5个月以前发布,1室0厅,27.94平米,西,其他,中楼层(共9层),板楼,1995年,2380000.0,85183
业主急卖 地理位置好  旺中带静 户型方正,东华东路 ,东川路,近地铁 VR看装修 房本满五年 随时看房,1,1个月以前发布,1室1厅,29.04平米,南,简装,高楼层(共9层),塔楼,1990年,1050000.0,36158
刚需必买，装修保养好，出  加就有机会。,城西花园 ,金沙洲,近地铁 VR房源 房本满五年,6,一年前发布,1室0厅,27.96平米,西,其他,高楼层(共9层),塔楼,1999年,800000.0,28613
楼层好 配套设施齐全 交通方便,长堤大马路 ,人民路,近地铁 VR看装修 房本满五年,5,一年前发布,1室0厅,29.24平米,东,简装,低楼层(共9层),塔楼,,750000.0,25650
满五年税费少，海珠南武，大院管理，近市二宫地铁,纺织路(海珠) ,滨江中,VR房源 房本满五年 随时看房,31,一年前发布,1室1厅,29.04平米,南,其他,3层,暂无数据,,580000.0,19973
满五年，地铁正上盖，产权清晰，方正户型，简洁装修。,聚龙花园 ,同福,近地铁 VR房源 房本满五年,1,一年前发布,1室1厅,26.69平米,东,简装,高楼层(共9层),塔楼,,630000.0,23605
多宝路 一房一厅 新装修 底层  永庆坊位置,多宝路 ,西关,近地铁 VR看装修 房本满两年,1,8个月以前发布,1室1厅,26.85平米,东,其他,中楼层(共6层),板楼,1990年,850000.0,31658
小面积上车盘，轻松做业主!!!!!!,珠岛花园 ,大坦沙,近地铁 VR看装修,3,6个月以前发布,1室1厅,25.73平米,南北,简装,高楼层(共9层),板塔结合,1995年,680000.0,26429
惠福西路 低层一房 精致装修 保养新净,惠福西路 ,西门口,近地铁 VR看装修 房本满五年,5,一年前发布,1室1厅,26.91平米,南西,其他,低楼层(共9层),塔楼,,880000.0,32702
该物业南北向，户型好厅出阳台南向安静,气象局大院 ,东风东,VR看装修 房本满五年,3,7个月以前发布,3室2厅,92.36平米,南,其他,低楼层(共9层),板楼,,5980000.0,64747
东川路低层小面积，光线好，户型实用，低总jia,东川路 ,东川路,近地铁 VR看装修 房本满两年,0,一年前发布,1室1厅,28.5平米,东南,其他,中楼层(共8层),塔楼,,1198000.0,42036
东山口三地铁交汇处，健身楼层总架100完出头即可拥有,执信南路 ,东山口,近地铁 VR看装修 房本满五年,6,一年前发布,1室1厅,25.84平米,东南,其他,高楼层(共8层),塔楼,1990年,1050000.0,40635
逢源北街  方正实用大单间 采光通风好,逢源路 ,龙津,近地铁 VR看装修 房本满五年,0,3个月以前发布,1室1厅,29.35平米,东西,简装,低楼层(共9层),塔楼,,780000.0,26576
此房满五年，免重税，户型方正，安静不吵，随时约看,八旗二马路 ,越秀南,近地铁 VR看装修 房本满五年,0,4个月以前发布,1室0厅,26.98平米,西,简装,低楼层(共9层),塔楼,,830000.0,30764
寺贝通津小区，署前路，细面积，看房方便,达道路 ,东山口,近地铁 VR房源 房本满五年,1,11个月以前发布,1室1厅,28.27平米,南北,其他,低楼层(共8层),塔楼,1990年,1200000.0,42448
同福西地铁站门口 公交站 一房 总*低,福雅居 ,同福,近地铁 VR看装修 房本满五年 随时看房,31,一年前发布,1室1厅,29.07平米,西南西北,简装,高楼层(共9层),塔楼,2001年,830000.0,28552
城西花园 1室0厅 东南,城西花园 ,金沙洲,近地铁 VR看装修 房本满两年,1,4个月以前发布,1室0厅,28.58平米,东南,其他,低楼层(共9层),塔楼,,660000.0,23094
总值低，交通便利，有管理收租稳,滨江1933 ,滨江西,近地铁 房本满两年,0,10个月以前发布,1室1厅,29.84平米,北,简装,低楼层(共2层),暂无数据,,800000.0,26810
海珠中路 中层电梯一房 户型实用 交通出行方便,海珠中路 ,解放南,近地铁 VR房源 房本满五年 随时看房,0,20,1室0厅,25.74平米,东,简装,中楼层(共8层),塔楼,,920000.0,35743
金色家园大两房户型方正采光好通风,万科金色家园 ,东风东,VR看装修 房本满五年 随时看房,1,7个月以前发布,2室1厅,93.73平米,南北,其他,高楼层(共33层),塔楼,2008年,9800000.0,104556
市委党校大院南北对流四房楼层环境好,市委党校大院 ,黄花岗,近地铁 VR房源,2,一年前发布,4室1厅,101.15平米,南北,简装,低楼层(共7层),塔楼,,4790000.0,47356
东南向，近东湖公园，实用四房，环境优美。,东湖北大院 ,东湖,近地铁 VR房源 房本满五年 随时看房,4,11个月以前发布,4室1厅,100.14平米,南,简装,中楼层(共8层),板楼,,8600000.0,85880
