标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,楼况,年份,总价,单价
独栋重建私房，三层双露台带天台，靓房，提前约。,大新路 ,解放南,近地铁 VR房源 房本满五年,9,一年前发布,4室2厅,108平米,东,精装,低楼层(共3层),,暂无数据,3800000.0,35186
白云区解放北路小户型可以做公积金贷款！,解放北路(越秀区) ,解放北,近地铁 VR房源 房本满五年,3,一年前发布,1室1厅,26.56平米,南,其他,高楼层(共7层),1990年,塔楼,700000.0,26356
德雅轩，原装电梯小户型，配套成熟，交通便利,德雅轩 ,农讲所,近地铁 VR房源 房本满五年 随时看房,0,一年前发布,1室1厅,25.77平米,东,其他,中楼层(共18层),2010年,塔楼,1850000.0,71789
一号线地铁，精装大三房，通风采光好 近图书馆,德政北路 ,农讲所,近地铁 VR看装修 房本满五年,2,一年前发布,4室2厅,102.73平米,东,精装,低楼层(共9层),1993年,塔楼,4980000.0,48477
天誉商务大厦可注册办公精装修地段好,天誉商务大厦 ,环市东,近地铁 房本满两年,0,8个月以前发布,1室1厅,28.61平米,东,精装,低楼层(共36层),,暂无数据,1380000.0,48235
低层二楼，现成4房；地理位置优越！,海珠中路 ,解放南,近地铁 VR看装修 房本满五年,0,一年前发布,4室2厅,91.51平米,东,简装,低楼层(共3层),,暂无数据,2380000.0,26009
越秀三木国际寓 4米层高复式寓 视野好 空间大 小阳台,三木国际公寓 ,建设路,近地铁 房本满五年,7,一年前发布,1室0厅,26.34平米,西南,精装,高楼层(共7层),2007年,塔楼,580000.0,22020
越秀东风西，大院管理，精装修，楼下免费停车,人民北路 ,西华路,近地铁 VR看装修 房本满两年 随时看房,0,2个月以前发布,1室1厅,28.93平米,东南南,其他,低楼层(共7层),,塔楼,980000.0,33875
西门口街面一楼 门口有余地 适合驿站 社区服务站,光塔路 ,西门口,近地铁 VR看装修 随时看房,0,2个月以前发布,1室1厅,29.55平米,西,简装,低楼层(共8层),1985年,塔楼,980000.0,33165
入手门槛低 适合入户 原装电梯房 小区环境清净,建雅台 ,东川路,近地铁 VR看装修 房本满五年,0,7个月以前发布,1室0厅,28.73平米,东,其他,低楼层(共23层),2005年,塔楼,1500000.0,52211
公园前都府小区首层复式两房，带精装修,都府社区 ,公园前,近地铁 VR看装修,2,3个月以前发布,1室1厅,26.52平米,东,其他,低楼层(共3层),,板楼,880000.0,33183
独栋私房一层过，可以收租做仓库、办公用途.,米市路 ,西门口,近地铁 VR看装修 房本满五年,0,9个月以前发布,1室1厅,103.29平米,东,其他,低楼层(共1层),,板楼,3800000.0,36790
百灵路 东风西小面积 过五唯一,百灵路 ,盘福,近地铁 VR看装修 房本满五年 随时看房,10,一年前发布,1室0厅,25.22平米,东,简装,低楼层(共9层),塔楼,,1000000.0,39652
满五年商品房//户型方正//无占用//,水荫路 ,水荫,近地铁 VR看装修 房本满五年,1,9个月以前发布,4室2厅,105.5平米,南,其他,高楼层(共9层),塔楼,,4600000.0,43602
二楼框架，有阳台，自家上90平天台，,东华西路 ,东川路,近地铁 VR房源 房本满五年,5,一年前发布,1室1厅,27.8平米,南北,简装,低楼层(共2层),板楼,,1180000.0,42447
此房子装修温馨舒适的复式层，交通出行方便配套完善,天伦花园 ,建设路,近地铁 房本满五年,2,一年前发布,1室0厅,28.99平米,南,其他,中楼层(共4层),塔楼,,980000.0,33805
业主诚意卖，环境好，过五年唯一，交通便利,东华西路 ,东川路,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,1室1厅,28.72平米,西,简装,高楼层(共9层),塔楼,,890000.0,30989
红火 火巨 满五唯一 户型方正 配套齐全 诚心出,东华西路 ,东川路,VR房源 房本满五年,0,3个月以前发布,1室1厅,29.89平米,西南,精装,高楼层(共9层),塔楼,1993年,990000.0,33122
小北地铁A出囗，机关单位房改房，得房率高。,北较场路 ,小北,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,4室2厅,94.17平米,东南北,精装,低楼层(共1层),塔楼,1997年,4900000.0,52034
越秀区 入户单元 单间中间楼层,百兴苑 ,流花站前,近地铁 VR看装修 房本满五年 随时看房,21,一年前发布,1室1厅,27.13平米,南,简装,中楼层(共7层),塔楼,,560000.0,20642
小区管理 高楼层非顶楼，有阳台，视野宽阔，采光充足,府前铭泰 ,公园前,近地铁 房本满五年 随时看房,2,5个月以前发布,1室0厅,26.75平米,东,精装,高楼层(共25层),塔楼,2014年,730000.0,27290
业主诚心出，采光视野很好，标准一房一厅,太和岗路22号大院 ,黄花岗,VR房源 房本满五年,0,2个月以前发布,1室1厅,26.72平米,东南,简装,高楼层(共7层),塔楼,,950000.0,35554
北京路地铁 精装一房 有位电梯 低总J 可大幅度,珠光路 ,越秀南,VR房源 房本满两年,2,4个月以前发布,1室1厅,28.46平米,南,简装,中楼层(共9层),塔楼,,730000.0,25651
文德先生 次新楼 位置安静 高楼层 通风采光好,文德先生 ,越秀南,近地铁 VR房源 房本满两年,1,9个月以前发布,1室0厅,25.74平米,北,其他,中楼层(共16层),板塔结合,2013年,1680000.0,65269
精装修 大单间 电梯 读书 新婚居住,侨力大厦 ,解放南,近地铁 VR看装修 房本满五年,13,一年前发布,1室0厅,27平米,东,精装,低楼层(共30层),塔楼,1995年,1100000.0,40741
近地铁 南向方正实用 二楼明亮准电梯 租值高 满五,盘福路 ,盘福,VR看装修 房本满五年 随时看房,4,一年前发布,1室0厅,27.08平米,南北,精装,低楼层(共8层),暂无数据,,880000.0,32497
此房适合刚需客户，三月份满五年唯一,东华西路 ,东川路,近地铁 VR看装修 房本满五年,11,一年前发布,1室1厅,29.23平米,南,其他,高楼层(共9层),塔楼,,870000.0,29764
此房过五年，框架结构中楼层，通风好,东华西路 ,东川路,VR看装修 房本满五年,5,一年前发布,1室0厅,27.42平米,东,精装,中楼层(共9层),塔楼,,780000.0,28447
七字单边门面有15米宽采光美丽,诗书路 ,人民路,近地铁 VR看装修 房本满五年,0,7个月以前发布,1室1厅,104.48平米,西,简装,低楼层(共2层),暂无数据,,6200000.0,59342
中山四路 位置好 环境舒适  生活配套完善,中山四路 ,公园前,近地铁 VR看装修 房本满五年,3,一年前发布,1室0厅,25.53平米,北,简装,低楼层(共6层),塔楼,,750000.0,29378
一德路地铁傍。原汁原味独栋私房，旺中带静，近珠江边,仁济路 ,人民路,近地铁 VR房源 房本满五年 随时看房,3,6个月以前发布,4室2厅,97.79平米,东南,简装,低楼层(共3层),板楼,,3360000.0,34360
越秀区地铁瑶泉新苑低层南向采光好,瑶泉新苑 ,三元里,近地铁 VR看装修 房本满两年,2,一年前发布,1室1厅,26.25平米,南,简装,低楼层(共9层),塔楼,1996年,660000.0,25143
西门口地铁 低层实用一房一厅 业主自用精装 满五唯一,海珠北路 ,西门口,近地铁 VR看装修 房本满五年,8,一年前发布,1室1厅,25.58平米,东,精装,中楼层(共9层),塔楼,,900000.0,35184
原装电梯 近地铁 楼龄新 高层东南北三面采光 配套成熟,文德广场 ,越秀南,近地铁 VR看装修 房本满五年,9,一年前发布,4室1厅,100.4平米,东南北,简装,中楼层(共29层),塔楼,2000年,6300000.0,62750
海珠中路 五楼一房 南朝向 近省中医院,海珠中路 ,解放南,VR看装修 房本满五年,5,一年前发布,1室0厅,28.51平米,南,简装,高楼层(共5层),塔楼,,700000.0,24553
盘福路 纪念堂 低层细面积 东风西 解放北路,解放北路(越秀区) ,解放北,VR房源 房本满五年,1,一年前发布,1室0厅,29.95平米,南,简装,中楼层(共5层),塔楼,,900000.0,30051
海珠南路 电梯一房 近省中医 上车盘,南天大厦 ,人民路,VR看装修 房本满五年,0,一年前发布,1室0厅,26.16平米,南,其他,中楼层(共14层),塔楼,,915000.0,34978
入省东风西  低层一房一厅， 旁边就是纪念堂地铁口,解放北路(越秀区) ,解放北,VR看装修 房本满两年,1,9个月以前发布,1室1厅,28.72平米,南北,其他,低楼层(共5层),塔楼,,950000.0,33078
省黄花首套30平以下，层高约4.3米小复式,黄花新村 ,淘金,VR看装修 房本满五年 随时看房,0,一年前发布,1室1厅,25.17平米,东,简装,中楼层(共8层),塔楼,1985年,960000.0,38141
永福楼，小区管理，安静，使用率高,永福楼 ,黄花岗,近地铁 VR房源 房本满五年,3,一年前发布,4室1厅,103.99平米,南,其他,低楼层(共25层),塔楼,1993年,3160000.0,30388
嘉兰轩 原装电梯 楼龄新净 南向一房 采光好,嘉兰轩 ,人民路,近地铁 VR看装修 房本满五年,2,3个月以前发布,1室0厅,29.44平米,南,简装,中楼层(共29层),塔楼,2019年,1380000.0,46875
公园前地铁电梯平层大三房 业主精装修保养好 诚心放卖,起义路 ,解放南,VR看装修 房本满两年,2,一年前发布,4室2厅,107.77平米,南北,其他,低楼层(共9层),塔楼,1998年,4600000.0,42684
