标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,楼况,年份,总价,单价
山景湖景 南向 单边位 舒适大客厅,万科白鹭郡 ,黄阁,VR房源 房本满两年,2,8个月以前发布,4室2厅,80.21平米,东南,其他,3层,,塔楼,4800000.0,59843
时代南湾 高层横厅湖景房 望湖望海 视野开阔无遮挡,时代南湾 ,南沙港,VR看装修 房本满五年 随时看房,11,一年前发布,4室2厅,173.88平米,南,精装,高楼层(共31层),,板塔结合,4800000.0,27606
南向视野宽阔，采光通风佳，装修精致,南沙境界 ,黄阁,VR看装修 房本满五年,3,一年前发布,1室0厅,37.71平米,南,其他,中楼层(共17层),2013年,板塔结合,780000.0,20685
南沙灵山岛 南向头排小区 华润置地瑞府 复式四房三卫,华润置地·瑞府 ,明珠湾,VR房源 随时看房,0,4个月以前发布,4室1厅,136.76平米,南,其他,中楼层(共11层),,板塔结合,4800000.0,35098
南沙富力天海湾望海望江南向精装修一房一厅,富力天海湾 ,明珠湾,房本满五年,0,6个月以前发布,1室1厅,53.9平米,东南,精装,中楼层(共22层),2016年,塔楼,600000.0,11132
盈港国际 1室1厅 东北,盈港国际 ,进港大道,随时看房,0,5个月以前发布,1室1厅,56.17平米,东北,简装,中楼层(共42层),,塔楼,750000.0,13353
湾区壹号，东南向，边卫，钥匙在手，业主诚心放卖,星河·湾区壹号 ,金洲,房本满两年 随时看房,2,5个月以前发布,1室1厅,73.04平米,东东南,毛坯,高楼层(共19层),,塔楼,880000.0,12049
越秀国际总部，高层舒坦，毛坯全新可随心意装修改动！,越秀国际总部广场 ,金洲,随时看房,0,5个月以前发布,1室1厅,51.07平米,北,毛坯,高楼层(共38层),,板塔结合,660000.0,12924
业主急*  房型端正 宽敞明亮  交通便利,敏捷君御国际 ,金洲,房本满五年 随时看房,13,一年前发布,1室1厅,72.55平米,西,简装,中楼层(共24层),2013年,塔楼,530000.0,7306
南沙自贸区5米层高多变空间业主诚意转让,敏捷尚品国际 ,进港大道,房本满两年,0,7个月以前发布,1室1厅,66.49平米,南,毛坯,中楼层(共20层),,塔楼,530000.0,7972
南北对流方正实用位置好安静舒适,保利星满花园 ,榄核镇,VR房源 房本满五年 随时看房,1,一年前发布,4室3厅,147.21平米,南北,毛坯,低楼层(共3层),,塔楼,4540000.0,30841
南沙境界  60方复式 总额低 首付低 业主急,南沙境界 ,黄阁,VR房源 房本满五年,1,一年前发布,1室1厅,60.63平米,南,其他,低楼层(共10层),2007年,塔楼,858000.0,14152
南沙君御国际，大窗户，大阳台，电梯房,敏捷君御国际 ,金洲,房本满五年,0,一年前发布,1室1厅,75.01平米,东南,简装,中楼层(共24层),2013年,塔楼,550000.0,7333
板式设计，单门独户，业主收楼未住过,金科博翠明珠 ,明珠湾,VR看装修 随时看房,3,6个月以前发布,4室2厅,129.43平米,南北,其他,低楼层(共17层),,塔楼,4530000.0,35000
南向中间楼层看花园视野宽敞采光充足,中大城 ,金洲,房本满两年 随时看房,0,一年前发布,1室1厅,69.2平米,东南,毛坯,高楼层(共20层),,塔楼,700000.0,10116
中海联南沙国贸中心 1室1厅 北,中海联南沙国贸中心 ,金洲,房本满五年 随时看房,0,6个月以前发布,1室1厅,52.72平米,北,简装,低楼层(共26层),2016年,塔楼,510000.0,9674
此房满五年，采光通风好，户型方正,中大城 ,金洲,房本满五年 随时看房,4,一年前发布,1室1厅,50.16平米,东南,精装,中楼层(共20层),,塔楼,978000.0,19498
越秀国际总部 5米高 近地铁 毛坯房,越秀国际总部广场 ,金洲,房本满两年 随时看房,0,11个月以前发布,1室1厅,62.37平米,东南,毛坯,中楼层(共30层),,板塔结合,870000.0,13950
精装修，环境舒适安静，看房方便,万科白鹭郡 ,黄阁,VR房源 房本满两年 随时看房,1,一年前发布,4室3厅,79.99平米,南,其他,低楼层(共1层),塔楼,,5000000.0,62508
与其租房不如给自己一个家，小户型精装地铁口，,南沙奥园 ,南沙湾,近地铁 VR看装修 房本满两年,0,一年前发布,1室1厅,38平米,南,精装,中楼层(共7层),塔楼,2012年,600000.0,15790
地铁口， 正南向， 带阳台， 中楼层 ，急卖,越秀滨海汇 ,金洲,近地铁 房本满五年 随时看房,0,一年前发布,1室1厅,48.05平米,北,毛坯,高楼层(共21层),板塔结合,,550000.0,11447
此房满五年，采光通风好，户型方正,中大城 ,金洲,房本满五年 随时看房,4,一年前发布,1室1厅,50.16平米,东南,精装,中楼层(共20层),塔楼,,978000.0,19498
近地铁口，出行方便，环境优美，住宅,南沙奥园 ,南沙湾,近地铁 VR看装修 房本满两年,5,一年前发布,1室1厅,44.09平米,南,其他,中楼层(共7层),塔楼,2012年,555000.0,12588
【总监推荐】海力花园满五唯一税费少1房1厅中层采光好,海力花园 ,进港大道,VR房源 房本满五年,6,一年前发布,1室1厅,45.68平米,北,精装,中楼层(共9层),塔楼,,650000.0,14230
全新未住天悦江湾南北对流4房3卫，安静看花园独梯独户,越秀明珠天悦江湾 ,明珠湾,VR看装修 随时看房,2,5个月以前发布,4室2厅,136.43平米,南,其他,低楼层(共24层),塔楼,,4800000.0,35183
中大城高层复式交通便利毛坯两房,中大城 ,金洲,房本满五年 随时看房,0,一年前发布,1室1厅,50.15平米,北,其他,高楼层(共20层),塔楼,,700000.0,13959
滨海半岛联排别墅.户型方正.一线临湖,滨海半岛 ,金洲,VR房源 房本满五年,0,5个月以前发布,4室1厅,199.87平米,南,精装,3层,板楼,,5000000.0,25017
海力花园 格局方正 产权清晰 业主诚意卖,海力花园 ,进港大道,VR看装修 房本满两年,0,一年前发布,1室1厅,45.68平米,北,精装,高楼层(共9层),塔楼,,930000.0,20360
房子证满五年税费少，住宅型公寓采光好，高层视野开阔,南沙奥园 ,南沙湾,VR看装修 房本满五年,0,9个月以前发布,1室1厅,38.9平米,东北,其他,高楼层(共9层),塔楼,2009年,550000.0,14139
时代山语一房一厅来了适合单身的你,时代绿庭山语 ,大岗镇,VR看装修,0,1个月以前发布,1室1厅,57.2平米,南,精装,低楼层(共17层),塔楼,,880000.0,15385
大岗双晖轩小户型的一房一厅来了！适合单人或者两人,双晖轩小区 ,大岗镇,VR看装修 房本满两年,1,5个月以前发布,1室1厅,40.78平米,西南,其他,中楼层(共6层),塔楼,2011年,620000.0,15204
灵山岛尖中交汇通，有钥匙，看房方便,中交汇通中心 ,明珠湾,房本满两年 随时看房,0,7个月以前发布,1室1厅,58.15平米,南,毛坯,低楼层(共30层),板塔结合,,690000.0,11866
小面积独栋，116平四房三卫，花园164平,逸涛半岛 ,进港大道,VR房源 房本满五年,6,一年前发布,4室2厅,116.41平米,南,精装,2层,塔楼,,4900000.0,42093
邻海复式，好户型好景观，业主诚意卖,时代维港 ,进港大道,房本满两年,0,一年前发布,1室1厅,58.07平米,北,其他,低楼层(共20层),板塔结合,,650000.0,11194
满五唯一，税费少，大花园，保养好，看房方便，,逸涛半岛 ,进港大道,VR房源 房本满五年,6,一年前发布,4室2厅,116.11平米,南,简装,2层,塔楼,,4700000.0,40479
南沙境界别墅，前后花园有100方，位置好，环境好,南沙境界 ,黄阁,VR房源 房本满五年,2,10个月以前发布,4室1厅,256.05平米,南北,其他,4层,塔楼,2007年,5000000.0,19528
区府板块 50年产权 平层物业,中国铁建环球中心 ,南沙区府,近地铁 房本满两年,0,7个月以前发布,1室1厅,46.95平米,南,精装,中楼层(共36层),塔楼,,510000.0,10863
大岗时代绿庭山语一房有得放卖！单人自住的选择,时代绿庭山语 ,大岗镇,VR看装修,0,6个月以前发布,1室1厅,42.2平米,东,其他,高楼层(共17层),塔楼,,750000.0,17773
视野开阔 采光好 房子保养好 小区生活方便,人民路 ,大岗镇,VR房源 房本满五年,0,2个月以前发布,4室2厅,138.11平米,南,其他,低楼层(共3层),暂无数据,,870000.0,6300
保利半岛 大四房复式 低密小区,保利半岛 ,黄阁,VR房源,0,4个月以前发布,4室2厅,116.6平米,南,其他,高楼层(共19层),板塔结合,,4560000.0,39109
大岗双晖轩小区低层一房一厅可以出租可自住,双晖轩小区 ,大岗镇,VR看装修 房本满五年,1,4个月以前发布,1室2厅,52.08平米,西北,其他,低楼层(共6层),塔楼,2008年,550000.0,10561
灵山岛 越秀明珠天悦江湾 137平四房三卫 高层看江通风,越秀明珠天悦江湾 ,明珠湾,VR看装修 随时看房,1,2个月以前发布,4室2厅,137.1平米,南,毛坯,高楼层(共25层),暂无数据,,4800000.0,35011
南沙湾东苑-小高层洋房四房-带地下室-精装修,南沙湾东苑 ,南沙港,近地铁 VR看装修 房本满五年 随时看房,4,9个月以前发布,4室2厅,151.35平米,西南北,精装,低楼层(共9层),板塔结合,2017年,4600000.0,30394
南向户型设计，居住环境舒服，有前后花园,保利星满花园 ,榄核镇,VR房源 房本满五年 随时看房,0,2个月以前发布,4室3厅,149.67平米,南北,毛坯,3层,塔楼,,4980000.0,33274
奥园养生城，环境舒适。安静宜居，近地铁口,南沙奥园 ,南沙湾,VR看装修 房本满五年 随时看房,1,一年前发布,1室1厅,110.94平米,北,毛坯,低楼层(共10层),塔楼,,890000.0,8023
越秀滨海汇 单间 上下层 带阳台 南向,越秀滨海汇 ,金洲,近地铁 房本满五年,1,3个月以前发布,1室1厅,58.28平米,南,精装,低楼层(共21层),板塔结合,,870000.0,14928
富力天海湾 1室1厅 南,富力天海湾 ,明珠湾,房本满五年 随时看房,0,一年前发布,1室1厅,53.19平米,南,毛坯,中楼层(共22层),塔楼,2016年,800000.0,15041
星河丹堤 森林公园内居住大盘 好房！,星河丹堤 ,金洲,VR看装修 房本满两年,5,一年前发布,1室2厅,61.76平米,南,其他,中楼层(共12层),塔楼,,980000.0,15868
