标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
房子满两年 低层南向望江大四房  户型方正,时代水岸三期 ,金沙洲,VR看装修 房本满两年,0,4个月以前发布,4室2厅,130.24平米,南,精装,低楼层(共26层),暂无数据,,4200000.0,32249
151方4+1户型，东南朝向，户型方正，采光通风好,中海金沙湾A区 ,金沙洲,VR看装修 房本满五年 随时看房,2,3个月以前发布,4室2厅,155.9平米,东南,简装,高楼层(共33层),板塔结合,,3690000.0,23670
南向边位 中高层 保养好 采光足,时代糖果二期 ,金沙洲,VR看装修 房本满五年,0,1个月以前发布,4室2厅,87.98平米,东南,精装,高楼层(共18层),板塔结合,,1420000.0,16141
南向高层看江  满五唯一  业主诚心卖,金名都 ,金沙洲,VR房源 房本满五年,2,8个月以前发布,4室1厅,172.1平米,东南,精装,45层,板塔结合,2013年,3600000.0,20919
急售型 房子属高层望江，位置佳，产权清晰,时代水岸二期 ,金沙洲,VR看装修 房本满五年 随时看房,1,7个月以前发布,4室2厅,141.21平米,南,精装,高楼层(共50层),塔楼,,4100000.0,29035
恒大御景半岛  后排高层望江 保养好 诚心出售,恒大御景半岛 ,金沙洲,VR房源 房本满五年 随时看房,2,9个月以前发布,4室2厅,202平米,东南,精装,中楼层(共31层),塔楼,,4300000.0,21288
恒大御景半岛前排中高层，望江景园景,恒大御景半岛 ,金沙洲,VR房源 随时看房,0,2个月以前发布,4室2厅,200.87平米,东,精装,中楼层(共31层),塔楼,,6000000.0,29871
时代水岸二期  东南向横厅四房 诚意出售 看房约,时代水岸二期 ,金沙洲,VR看装修 房本满五年,1,1个月以前发布,4室2厅,127.57平米,东南,精装,高楼层(共33层),塔楼,,3100000.0,24301
中海金沙湾A区 南向半中空大四房,中海金沙湾A区 ,金沙洲,VR看装修 随时看房,1,一年前发布,4室2厅,155.9平米,西南,精装,高楼层(共33层),板塔结合,,3890000.0,24952
沙面新城 加装电梯大四房 南北对流 保养新净,沙面新城 ,金沙洲,VR房源 房本满五年,0,6个月以前发布,4室2厅,158.15平米,南,精装,中楼层(共8层),塔楼,2001年,2388000.0,15100
时代水岸 电梯大四房 视野开阔 诚意出售,时代水岸一期 ,金沙洲,VR看装修 房本满五年 随时看房,0,30,4室2厅,114.14平米,东南,精装,中楼层(共30层),塔楼,2016年,2480000.0,21728
万科四季花城 复式两层  带大露台  户型实用  临地铁,万科四季花城汇竹轩 ,金沙洲,VR看装修 房本满五年,1,3个月以前发布,4室2厅,124.72平米,东东北,精装,低楼层(共3层),板楼,,3250000.0,26059
恒大御景半岛，满五年，产权清，朝向好，望花园，急卖,恒大御景半岛 ,金沙洲,VR房源,1,一年前发布,4室1厅,160.63平米,南北,精装,低楼层(共31层),塔楼,2008年,3320000.0,20669
南向高层4房两卫，望花园，采光好,时代糖果三期 ,金沙洲,VR看装修,1,一年前发布,4室2厅,117平米,南,精装,高楼层(共18层),塔楼,,1950000.0,16667
金沙洲 时代天境 温馨安静 南向4房，干净漂亮,时代天境 ,金沙洲,VR看装修 随时看房,0,5个月以前发布,4室2厅,118平米,南,精装,高楼层(共32层),板塔结合,,3400000.0,28814
中海金沙里 4房2厅通风明亮 东南朝向 看珠江,中海金沙里 ,金沙洲,VR看装修,1,一年前发布,4室1厅,130.58平米,东南,精装,低楼层(共48层),塔楼,,2950000.0,22592
大四房 业主诚心出售 看房提前约,中海金沙里 ,金沙洲,VR看装修 房本满五年 随时看房,0,一年前发布,4室2厅,130.63平米,东北,简装,低楼层(共48层),塔楼,,2900000.0,22201
万科四季花城涛竹轩 4室2厅 西南,万科四季花城涛竹轩 ,金沙洲,VR房源 房本满五年,0,1个月以前发布,4室2厅,133.72平米,西南,精装,低楼层(共3层),板楼,,4500000.0,33653
沙面新城 电梯复式大户型 面积大采光充足,沙面新城 ,金沙洲,VR房源 房本满五年,0,一年前发布,4室1厅,184.79平米,北,精装,高楼层(共15层),塔楼,2003年,3930000.0,21268
金沙洲时代水岸二期 电梯大四房，小区新，环境舒服,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,2个月以前发布,4室2厅,128.16平米,东,精装,低楼层(共33层),塔楼,2019年,3980000.0,31055
时代水岸2期 高楼层全线望江 精致装修拎包入住,时代水岸二期 ,金沙洲,VR看装修 房本满五年,0,3个月以前发布,4室2厅,141.07平米,西南,精装,高楼层(共50层),塔楼,,4100000.0,29064
房子满2，江景房，楼层好。采光充足。,时代水岸二期 ,金沙洲,VR看装修 房本满五年,0,一年前发布,4室2厅,141.21平米,东南,简装,高楼层(共50层),塔楼,,4000000.0,28327
万科四季花城情景洋房 中空复式 采光好,万科四季花城紫竹轩 ,金沙洲,VR房源 房本满五年,0,一年前发布,4室2厅,202.48平米,南,精装,低楼层(共3层),板楼,,7700000.0,38029
