标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
滨江东 中层舒适 江边舒适小户型,滨江东路(海珠) ,滨江中,近地铁 VR看装修 房本满五年,0,1个月以前发布,1室1厅,31平米,南,其他,低楼层(共6层),,暂无数据,780000.0,25162
近江边同福中*框架可用公积金方正一房厅出阳台,南华西路 ,滨江西,近地铁 VR看装修 房本满五年,6,4个月以前发布,1室1厅,30.63平米,西北,其他,高楼层(共9层),,塔楼,870000.0,28404
满五唯一，临江，环境优美，看房方便。,滨江东路(海珠) ,滨江中,近地铁 VR看装修 房本满五年,3,一年前发布,1室0厅,31.69平米,西南南,简装,高楼层(共6层),,塔楼,850000.0,26823
滨江西路 1室1厅 东南,滨江西路 ,滨江西,近地铁 VR房源 房本满五年,0,2,1室1厅,34.81平米,东南,简装,高楼层(共9层),,板楼,880000.0,25281
滨江东路 低层1房 近江边  80*,滨江东路(海珠) ,滨江中,近地铁 VR看装修 房本满五年,25,一年前发布,1室1厅,23.14平米,南北,简装,中楼层(共7层),,塔楼,780000.0,33708
海城花苑精装小户型 上车盘 小区管理 有钥匙方便看房,海城花苑 ,滨江中,近地铁 VR房源 房本满五年,4,一年前发布,1室1厅,23.92平米,南,其他,高楼层(共9层),1998年,塔楼,820000.0,34281
滨江东小区 珠江边上 方正一房,滨江东路(海珠) ,滨江中,近地铁 VR房源 房本满五年,4,一年前发布,1室1厅,38.57平米,南,简装,中楼层(共6层),,板楼,860000.0,22298
上车小户型，海珠南武，首付低，税费少，近江边。,纺织路(海珠) ,滨江中,VR看装修 房本满五年,0,一年前发布,1室1厅,34.11平米,南,其他,3层,,暂无数据,655000.0,19203
一房一厅，刚需上车神器，醇熟老城烟火气,南华东路 ,滨江中,近地铁 VR看装修 房本满两年 随时看房,2,1个月以前发布,1室1厅,40.88平米,南,简装,高楼层(共7层),,塔楼,850000.0,20793
市二宫 石米框架结构  南向中低层  近江边  配套完善,南华东路 ,滨江中,近地铁 VR看装修 房本满五年,1,7个月以前发布,1室1厅,43.19平米,南北,简装,中楼层(共7层),,塔楼,750000.0,17366
富基广场楼龄新花园小区 东北望江三房两卫海实,富基广场A区 ,滨江中,VR房源 房本满五年 随时看房,9,2个月以前发布,3室2厅,106.48平米,东东北,精装,34层,2005年,塔楼,4700000.0,44140
富基广场B 区  高层望江  交通便捷 楼龄新 带海实,富基广场B区 ,滨江中,VR看装修 房本满五年,0,一年前发布,2室1厅,97.57平米,东南北,其他,44层,2012年,塔楼,4900000.0,50221
南向三房，户型方正，视野开阔，采光好。,富基广场A区 ,滨江中,VR房源 房本满五年,116,一年前发布,3室2厅,96.41平米,南,精装,34层,2005年,塔楼,4800000.0,49788
蓝色快线 市二宫A出口 南向电梯三房,蓝色快线 ,前进路,近地铁 VR看装修 房本满五年,3,4个月以前发布,3室1厅,104.13平米,东南,其他,中楼层(共31层),2004年,塔楼,4580000.0,43984
富基广场 中层实用三房  海实无占用  诚心放卖,富基广场A区 ,滨江中,VR房源 房本满五年,15,一年前发布,3室2厅,94.16平米,北,其他,34层,2005年,塔楼,4800000.0,50978
富基广场 楼下地铁站，安静不吵，2016年楼 视野开阔,富基广场B区 ,滨江中,VR看装修 房本满两年 随时看房,2,11个月以前发布,2室1厅,96.06平米,东南,其他,44层,2012年,塔楼,4600000.0,47887
南向看花园 通风采光佳 装修保养好 楼间距宽 一手业主,富基广场A区 ,滨江中,VR房源 房本满五年,5,9个月以前发布,3室2厅,96.41平米,南,简装,34层,2005年,塔楼,4800000.0,49788
市二宫地铁 富基广场B区 2014年楼 精装修 3阳台 海实,富基广场B区 ,滨江中,VR房源 房本满五年,7,5个月以前发布,2室1厅,98.59平米,东北,精装,44层,2012年,塔楼,4580000.0,46456
次新房 南向正规四房 精装修拎包入住 一线望江,星汇湾花园 ,工业大道中,近地铁 VR看装修 房本满两年 随时看房,1,3个月以前发布,4室2厅,101.7平米,南,精装,低楼层(共55层),,塔楼,6100000.0,59981
中大地铁口，配套齐全 原装电梯四房 户型方正实用,江南美景花园 ,新港西,近地铁 VR房源 房本满五年,0,19,4室1厅,107.06平米,西,精装,高楼层(共19层),1999年,塔楼,3800000.0,35495
中大地铁口，配套齐全 原装电梯四房 户型方正实用,江南美景花园 ,新港西,近地铁 VR房源 房本满五年,0,19,4室1厅,107.06平米,西,精装,高楼层(共19层),1999年,塔楼,3800000.0,35495
市二宫 低层 便宜 生活配套成熟,前进路(海珠) ,前进路,VR看装修 房本满五年,22,6个月以前发布,1室1厅,28.44平米,南,简装,低楼层(共9层),,塔楼,480000.0,16878
敦和路电梯大三房 带露台 户型方正 业主诚意出,金满楼(海珠区) ,广州大道南,VR看装修 房本满五年,3,3个月以前发布,4室2厅,98.9平米,南,简装,低楼层(共9层),1994年,塔楼,2200000.0,22245
滨江边 豪丰园小区 小面积户型 过五年,豪丰园 ,同福,VR房源 房本满五年,2,一年前发布,1室0厅,27.59平米,北,其他,低楼层(共29层),1999年,塔楼,1050000.0,38058
商铺看房方便 租着5500一月 青凤社区,江南西路 ,江南西,近地铁 VR房源 房本满五年,1,9个月以前发布,1室0厅,28.07平米,东南,简装,低楼层(共8层),,塔楼,2000000.0,71251
沙园商圈！满五唯一！低楼层！适合养老！,荔福路 ,工业大道北,VR看装修 房本满五年,0,5个月以前发布,1室1厅,28.8平米,东南,简装,低楼层(共9层),,塔楼,1080000.0,37500
原装电梯 少有望江望花园3+1房 过五年,珠江广场 ,滨江东,近地铁 VR看装修 房本满五年,3,一年前发布,4室2厅,103.85平米,西北,其他,高楼层(共17层),2000年,塔楼,6800000.0,65480
第三金碧花园 中间楼层 户型方正 交通便利,第三金碧花园 ,金碧,近地铁 VR看装修 房本满五年,3,一年前发布,1室0厅,28.73平米,南,其他,低楼层(共32层),2005年,板楼,1350000.0,46990
三期 东向中层 通风采光好 花园小区,富力千禧花园 ,中大,近地铁 VR房源 房本满五年,11,一年前发布,1室0厅,29.06平米,东南,其他,中楼层(共18层),2002年,塔楼,1780000.0,61253
富力qian禧中层单间 那个没占用,富力千禧花园 ,中大,近地铁 VR看装修 房本满五年,1,11个月以前发布,1室1厅,29.06平米,南,简装,中楼层(共18层),2002年,塔楼,1700000.0,58500
金碧三期 实用一房 看房方便 满五年,第三金碧花园 ,金碧,近地铁 VR看装修 房本满五年,8,一年前发布,1室0厅,28.73平米,北,简装,中楼层(共32层),2005年,板楼,1250000.0,43509
双子星城 高层南向单位 独门独户 门口有平台花园,双子星城 ,新港西,近地铁 VR房源 房本满五年,0,9个月以前发布,1室1厅,27.65平米,南,其他,高楼层(共15层),2005年,塔楼,1400000.0,50633
珠江广场 东南向 四房  保养新正,珠江广场 ,滨江东,近地铁 VR看装修 房本满五年,1,一年前发布,4室2厅,104.73平米,东,精装,中楼层(共17层),2000年,塔楼,7000000.0,66839
采光通风好 交通方便 小户型大阳台设计，居住舒适度高,第三金碧花园 ,金碧,近地铁 VR看装修 房本满两年,1,一年前发布,1室0厅,29.8平米,北,精装,中楼层(共32层),2005年,塔楼,1200000.0,40269
此房满两年，高层，适合自己住，出租都是很好的,第二金碧花园 ,金碧,近地铁 VR看装修 房本满两年,2,一年前发布,1室1厅,27.64平米,东南南,其他,高楼层(共33层),2000年,塔楼,1100000.0,39798
第三金碧 2007年竣工 小户型 南北通透,第三金碧花园 ,金碧,近地铁 VR看装修 房本满五年,2,8个月以前发布,1室0厅,28.05平米,南北,其他,低楼层(共32层),2007年,塔楼,1200000.0,42781
复式住宅小区 带精装修 户型实用 高层景观房 满五,双子星城 ,新港西,近地铁 VR看装修 房本满五年,15,一年前发布,1室1厅,27.73平米,北,其他,高楼层(共15层),2005年,塔楼,1300000.0,46881
舒适小单间，优势地段双地铁，配套完善,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满五年,0,5个月以前发布,1室1厅,27.3平米,东南,精装,低楼层(共22层),2000年,塔楼,1050000.0,38462
保利红棉花园 方正实用 配套设施齐全，交通便利,保利红棉花园 ,江燕路,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,1室1厅,29.6平米,西北,其他,低楼层(共9层),1997年,塔楼,1080000.0,36487
电商总部 邦泰公馆 复式一证两套独立 产权清晰,邦泰公馆 ,磨碟沙,近地铁 VR房源 房本满两年,0,30,1室1厅,101.02平米,东北,其他,低楼层(共21层),2009年,塔楼,5080000.0,50288
正规一房一厅 满五唯一 看房方便,第二金碧花园 ,金碧,近地铁 VR看装修 房本满五年,0,3个月以前发布,1室1厅,27.64平米,北,精装,低楼层(共33层),2000年,塔楼,1250000.0,45225
户型通透，采光充足，南向，望江,星汇湾花园 ,工业大道中,近地铁 VR看装修 房本满两年,0,8个月以前发布,4室1厅,100.83平米,南,精装,低楼层(共55层),,塔楼,6800000.0,67441
4海珠湾次新房环境舒适，旁边就是公园江边，满4唯一,星汇湾花园 ,工业大道中,近地铁 VR看装修 房本满两年,1,6个月以前发布,4室2厅,105.75平米,南,其他,高楼层(共46层),,塔楼,6600000.0,62412
笋盘 温馨小户型 门口带平台 南向单位 满五唯一,双子星城 ,新港西,近地铁 VR看装修 房本满五年,10,一年前发布,1室1厅,27.77平米,南,简装,中楼层(共15层),2005年,塔楼,1180000.0,42492
金碧花园电梯高层 证过5年双地铁,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,27.23平米,东南,简装,高楼层(共32层),2001年,塔楼,1420000.0,52149
南丽苑 tit旁边 正规三房 南北对流,南丽苑 ,客村,近地铁 VR看装修 房本满两年,1,8个月以前发布,4室2厅,92.17平米,东南,其他,中楼层(共8层),1999年,塔楼,4200000.0,45568
同福學，中层四房，居住方便，方便看房,同福西路 ,洪德,近地铁 VR看装修 房本满五年,1,4个月以前发布,4室2厅,90.18平米,东南南,其他,中楼层(共5层),,板楼,2200000.0,24396
江南西地铁站10米 ，原装电梯四房，精装修，满五年,江南大道中 ,江南大道中,近地铁 VR看装修 房本满五年,21,一年前发布,4室2厅,103.07平米,东北,精装,高楼层(共14层),,塔楼,4100000.0,39779
金碧花园正式一房一厅，舒适安静,第二金碧花园 ,金碧,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,27.64平米,北,简装,中楼层(共33层),2000年,塔楼,1200000.0,43416
旺中带静 环境优美 低层四房 马赛克外墙,南村水产大院 ,宝岗,近地铁 VR看装修 房本满五年,30,一年前发布,4室2厅,108.46平米,南,简装,中楼层(共4层),,塔楼,3300000.0,30426
